epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.8028523325920105,0.6517959237098694,0.09364548325538635,1.5513627529144287
2,0.9656040072441101,0.30015113949775696,0.09364548325538635,3.0163965225219727
3,0.9790268540382385,0.1927756667137146,0.09364548325538635,4.292276382446289
4,0.9832214713096619,0.16076505184173584,0.09364548325538635,4.350626468658447
5,0.9874160885810852,0.13851051032543182,0.09364548325538635,3.5789222717285156
6,0.9890939593315125,0.12515543401241302,0.26421403884887695,1.3684711456298828
7,0.9907718300819397,0.09828482568264008,0.9297658801078796,0.24811474978923798
8,0.9916107654571533,0.091831274330616,0.9966555237770081,0.06355588883161545
9,0.9941275119781494,0.07437290996313095,0.9933110475540161,0.06623612344264984
10,0.994966447353363,0.0748245120048523,0.9966555237770081,0.020862186327576637
11,0.9974831938743591,0.061963874846696854,0.9966555237770081,0.018221886828541756
12,0.9932885766029358,0.07136885821819305,0.9933110475540161,0.02054079808294773
13,0.9932885766029358,0.06937716156244278,1.0,0.015778781846165657
14,0.9966443181037903,0.052558064460754395,0.9933110475540161,0.01671883836388588
15,0.9983221292495728,0.0349462665617466,1.0,0.01378942746669054
16,0.9966443181037903,0.0466349720954895,0.9933110475540161,0.018877631053328514
17,0.9958053827285767,0.0501280277967453,0.9966555237770081,0.02196294255554676
18,0.9991610646247864,0.03120332397520542,1.0,0.012208735570311546
19,0.9983221292495728,0.03362800553441048,1.0,0.010896604508161545
20,0.9983221292495728,0.02910897508263588,0.9866220951080322,0.053102217614650726
21,0.9991610646247864,0.025531448423862457,0.9933110475540161,0.012396939098834991
22,0.9991610646247864,0.02783229760825634,0.9933110475540161,0.014320781454443932
23,0.9991610646247864,0.021266650408506393,0.9933110475540161,0.011953962035477161
24,0.9991610646247864,0.02270929515361786,0.9966555237770081,0.00958289299160242
25,0.9983221292495728,0.024937573820352554,0.9933110475540161,0.010732696391642094
26,1.0,0.01634244993329048,0.9933110475540161,0.010565703734755516
27,0.9991610646247864,0.026460101827979088,0.9933110475540161,0.010302772745490074
28,0.9983221292495728,0.024340372532606125,0.9933110475540161,0.011007959023118019
29,0.9983221292495728,0.025867750868201256,0.9933110475540161,0.011595181189477444
30,1.0,0.020119033753871918,0.9933110475540161,0.011119116097688675
31,0.9983221292495728,0.029264865443110466,0.9933110475540161,0.010105835273861885
32,1.0,0.019870810210704803,0.9966555237770081,0.00981961004436016
33,0.9991610646247864,0.022290997207164764,0.9966555237770081,0.009871077723801136
34,1.0,0.017292406409978867,0.9933110475540161,0.010187363252043724
35,0.9991610646247864,0.018846597522497177,0.9933110475540161,0.010673739947378635
36,0.9983221292495728,0.028501171618700027,0.9933110475540161,0.010668996721506119
37,0.9983221292495728,0.02168208919465542,0.9933110475540161,0.010352212004363537
38,1.0,0.021097591146826744,0.9966555237770081,0.009366113692522049
39,0.9974831938743591,0.03345424681901932,0.9966555237770081,0.009399323724210262
40,0.9991610646247864,0.018868369981646538,0.9933110475540161,0.010356373153626919
41,1.0,0.015458820387721062,0.9933110475540161,0.010155921801924706
42,1.0,0.024389445781707764,0.9966555237770081,0.009727902710437775
43,1.0,0.014036341570317745,0.9966555237770081,0.009864550083875656
44,0.9991610646247864,0.01986525021493435,0.9933110475540161,0.01032944768667221
45,1.0,0.018116245046257973,0.9933110475540161,0.010308223776519299
46,0.9983221292495728,0.02293621562421322,0.9933110475540161,0.010102121159434319
47,1.0,0.017897741869091988,0.9966555237770081,0.010030188597738743
48,0.9983221292495728,0.022742794826626778,0.9933110475540161,0.010807217098772526
49,0.9983221292495728,0.022057581692934036,0.9933110475540161,0.010680995881557465
50,1.0,0.01631321758031845,0.9966555237770081,0.01005673035979271
51,0.9974831938743591,0.022437551990151405,0.9966555237770081,0.009831222705543041
52,0.9983221292495728,0.023969514295458794,0.9966555237770081,0.009598590433597565
53,1.0,0.017427271232008934,0.9966555237770081,0.009639926254749298
