epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.8724831938743591,0.5245662331581116,0.09364548325538635,2.5077931880950928
2,0.9572147727012634,0.24578216671943665,0.09364548325538635,5.547828197479248
3,0.9798657894134521,0.19590260088443756,0.09364548325538635,6.582106590270996
4,0.9697986841201782,0.1869501918554306,0.09364548325538635,4.642486095428467
5,0.9865771532058716,0.10831927508115768,0.6254180669784546,0.7952372431755066
6,0.9899328947067261,0.1038445383310318,0.9899665713310242,0.11698626726865768
7,0.9882550239562988,0.1038704589009285,0.9799330830574036,0.06620103120803833
8,0.9916107654571533,0.09573286771774292,1.0,0.027792295441031456
9,0.9932885766029358,0.08424590528011322,1.0,0.02110125869512558
10,0.9924496412277222,0.07612867653369904,0.9933110475540161,0.032927174121141434
11,0.9958053827285767,0.06845423579216003,1.0,0.015478349290788174
12,0.9958053827285767,0.06113309785723686,1.0,0.029602833092212677
13,0.9932885766029358,0.07747234404087067,1.0,0.008589963428676128
14,0.9941275119781494,0.06289679557085037,1.0,0.008157373405992985
15,0.9983221292495728,0.039740778505802155,1.0,0.012782704085111618
16,0.9983221292495728,0.04012848436832428,0.9799330830574036,0.0624866858124733
17,0.9991610646247864,0.03285786136984825,1.0,0.016903279349207878
18,0.9974831938743591,0.033333148807287216,1.0,0.008450017310678959
19,0.994966447353363,0.039781734347343445,1.0,0.009420236572623253
20,0.9974831938743591,0.031396083533763885,1.0,0.006302398629486561
21,0.9983221292495728,0.0314745232462883,1.0,0.006321510765701532
22,0.9991610646247864,0.0261950995773077,1.0,0.005807089153677225
23,0.9974831938743591,0.03073173575103283,1.0,0.0055926782079041
24,0.9966443181037903,0.04885140061378479,1.0,0.019028423354029655
25,0.9966443181037903,0.03368785232305527,1.0,0.006330427713692188
26,0.9983221292495728,0.034385401755571365,1.0,0.011074485257267952
27,0.9983221292495728,0.030995694920420647,1.0,0.00609386945143342
28,0.9974831938743591,0.025809433311223984,1.0,0.005447364412248135
29,0.9991610646247864,0.03223250433802605,1.0,0.005334746092557907
30,0.9974831938743591,0.033333729952573776,1.0,0.005202619358897209
31,0.9958053827285767,0.026340562850236893,1.0,0.00501437159255147
32,0.9974831938743591,0.032935239374637604,1.0,0.004889882169663906
33,0.9966443181037903,0.03969881683588028,1.0,0.005542849190533161
34,1.0,0.02713477611541748,1.0,0.0052140140905976295
35,0.9966443181037903,0.0324409119784832,1.0,0.005340088624507189
36,1.0,0.02923061139881611,1.0,0.005140498746186495
37,0.9991610646247864,0.03156602755188942,1.0,0.0053477175533771515
38,0.9966443181037903,0.04143122583627701,1.0,0.005310088396072388
39,0.9983221292495728,0.026076262816786766,1.0,0.005198524799197912
40,0.9983221292495728,0.02740008383989334,1.0,0.005179634317755699
41,0.9983221292495728,0.029065215960144997,1.0,0.005224043969064951
42,1.0,0.02418116107583046,1.0,0.005095121916383505
43,0.9991610646247864,0.02530563250184059,1.0,0.005292759742587805
44,0.9974831938743591,0.026572268456220627,1.0,0.005116641521453857
45,0.9983221292495728,0.027499182149767876,1.0,0.004971668124198914
46,0.9991610646247864,0.02669455111026764,1.0,0.005066550336778164
47,0.9983221292495728,0.03504166379570961,1.0,0.0051485770381987095
